439483,Mr.,Adalberto,K,Hazel,M,adalberto.hazel@yahoo.co.in,Frank Hazel,Elizabet Hazel,Bolt,21774,0.936342593,57.68,66,4/27/1995,Q2,H1,1995,4,April,Apr,27,Thursday,Thu,22.27,120471,0.1,264-99-9423,262-893-5324
809408,Mr.,Seymour,B,Nelson,M,seymour.nelson@hotmail.com,Isaiah Nelson,Novella Nelson,Chilton,1/21/1996,0.048263889,21.53,63,42773,Q3,H2,2017,7,July,Jul,2,Sunday,Sun,0.07,77853,0.29,119-98-1796,215-821-4109
748190,Mr.,Vicente,D,Dawkins,M,vicente.dawkins@gmail.com,Barrett Dawkins,Alva Dawkins,Mcvay,6/17/1994,0.274421296,23.13,62,42407,Q3,H2,2016,7,July,Jul,2,Saturday,Sat,1.07,169446,0.11,116-98-6696,217-567-3339
397283,Mr.,Rex,Q,Ng,M,rex.ng@yahoo.com,Rene Ng,Beata Ng,Gayle,8/22/1982,0.018888889,34.96,68,1/17/2007,Q1,H1,2007,1,January,Jan,17,Wednesday,Wed,10.53,153446,0.07,192-86-7823,215-352-5080
553684,Drs.,Arlena,I,Clough,F,arlena.clough@yahoo.com,Willy Clough,Brinda Clough,Bates,10/15/1957,0.692662037,59.82,48,12/26/2015,Q4,H2,2015,12,December,Dec,26,Saturday,Sat,1.59,95109,0.15,032-92-6090,316-737-9183
495667,Mr.,Cory,H,Clarke,M,cory.clarke@shell.com,Lynwood Clarke,Fallon Clarke,Velez,29257,0.986886574,37.18,89,4/27/2012,Q2,H1,2012,4,April,Apr,27,Friday,Fri,5.25,179134,0.16,731-28-8642,480-381-5936
936158,Mrs.,Sofia,Y,Poole,F,sofia.poole@earthlink.net,Leigh Poole,Na Poole,Luce,23448,0.622847222,52.68,43,7/18/1993,Q3,H2,1993,7,July,Jul,18,Sunday,Sun,24.04,150019,0.24,126-98-9929,215-824-1223
537591,Dr.,Samuel,G,Wendt,M,samuel.wendt@bellsouth.net,Danial Wendt,Tandra Wendt,Derosa,11/25/1976,0.25662037,40.7,72,2/24/2016,Q1,H1,2016,2,February,Feb,24,Wednesday,Wed,1.42,198487,0.26,369-39-1426,229-497-4180
909018,Mr.,Virgil,R,Trowbridge,M,virgil.trowbridge@aol.com,Francisco Trowbridge,Chasidy Trowbridge,Soto,31567,0.210150463,31.33,73,11/21/2016,Q4,H2,2016,11,November,Nov,21,Monday,Mon,0.68,199714,0.11,005-13-9026,202-652-7351
878666,Ms.,Elda,Y,Champagne,F,elda.champagne@gmail.com,Roderick Champagne,Bok Champagne,Garrison,5/21/1983,0.8196875,34.21,50,42593,Q4,H2,2016,11,November,Nov,8,Tuesday,Tue,0.72,146140,0.04,540-83-9723,218-621-9347
995710,Mr.,Robert,G,Guinn,M,robert.guinn@walmart.com,Samual Guinn,Jona Guinn,Cobb,6/14/1972,0.000243056,45.15,67,35643,Q1,H1,1997,1,January,Jan,8,Wednesday,Wed,20.56,86539,0.12,403-73-1584,219-797-9997
511059,Prof.,Humberto,W,Sauer,M,humberto.sauer@yahoo.com,Donte Sauer,Lucy Sauer,Truitt,32816,0.646979167,28.32,66,41254,Q4,H2,2012,11,November,Nov,12,Monday,Mon,4.71,116308,0.28,210-84-3620,231-445-8008
754455,Mrs.,Anastasia,N,Childers,F,anastasia.childers@hotmail.com,Adalberto Childers,Beryl Childers,Mcneely,12/20/1988,0.910914352,28.62,42,2/26/2011,Q1,H1,2011,2,February,Feb,26,Saturday,Sat,6.42,184099,0.24,753-07-4603,262-835-1119
489275,Ms.,Collene,O,Kidd,F,collene.kidd@shell.com,Rene Kidd,Lili Kidd,Knight,2/25/1965,0.619398148,52.45,50,8/14/1993,Q3,H2,1993,8,August,Aug,14,Saturday,Sat,23.97,59428,0.07,704-18-2387,209-293-8759
500905,Hon.,Harris,Z,Beavers,M,harris.beavers@shell.com,Henry Beavers,Birgit Beavers,Mcinnis,9/14/1970,0.552673611,46.9,87,1/29/1999,Q1,H1,1999,1,January,Jan,29,Friday,Fri,18.51,147337,0.14,008-94-7794,239-294-7204
984409,Ms.,Kathe,B,John,F,kathe.john@gmail.com,Francis John,Sharmaine John,Labbe,6/15/1992,0.1559375,25.13,45,12/28/2013,Q4,H2,2013,12,December,Dec,28,Saturday,Sat,3.58,91921,0.28,444-27-9644,216-961-7231
812053,Ms.,Ashly,E,Stanton,F,ashly.stanton@gmail.com,Barney Stanton,Vanna Stanton,Sumner,12/13/1992,0.36650463,24.64,52,41914,Q1,H1,2014,2,February,Feb,10,Monday,Mon,3.46,143236,0.17,385-37-9974,217-304-4274
550206,Mr.,Geraldo,E,Easley,M,geraldo.easley@shaw.ca,Johnson Easley,Alessandra Easley,Larson,3/28/1974,0.626030093,43.36,82,37412,Q2,H1,2002,5,May,May,6,Monday,Mon,15.24,84087,0.01,556-99-1014,210-374-1084
728053,Mr.,Leigh,R,Fite,M,leigh.fite@gmail.com,Lyle Fite,Arie Fite,Arteaga,7/16/1967,0.619143519,50.07,81,38052,Q2,H1,2004,6,June,Jun,3,Thursday,Thu,13.16,87149,0.27,548-99-7981,217-348-2881
184257,Ms.,Devon,I,Knox,F,devon.knox@gmail.com,Wilbert Knox,Hildegard Knox,Lacey,3/24/1979,0.159421296,38.37,50,38420,Q3,H2,2005,9,September,Sep,3,Saturday,Sat,11.91,111117,0.14,344-11-4272,236-433-5011
235295,Ms.,Yevette,D,Mullis,F,yevette.mullis@gmail.com,Graham Mullis,Regena Mullis,Ceja,26515,0.321111111,45.33,54,10/14/1995,Q4,H2,1995,10,October,Oct,14,Saturday,Sat,21.8,129752,0.22,031-92-8075,216-407-3106
767674,Mrs.,Irena,Z,Dang,F,irena.dang@gmail.com,Kim Dang,Joseph Dang,Shockley,1/22/1972,0.426180556,45.55,49,2/24/2009,Q1,H1,2009,2,February,Feb,24,Tuesday,Tue,8.43,192236,0.1,636-31-2014,236-666-5736
391837,Mr.,Cory,L,Hayden,M,cory.hayden@gmail.com,Louis Hayden,Kathi Hayden,Billups,7/20/1966,0.097615741,51.06,66,3/31/1992,Q1,H1,1992,3,March,Mar,31,Tuesday,Tue,25.34,79619,0.24,109-98-9846,262-617-9565
466560,Hon.,Dolores,A,Begley,F,dolores.begley@hotmail.com,Wilmer Begley,Jaqueline Begley,Goldman,12/16/1981,0.523449074,35.64,58,3/21/2016,Q1,H1,2016,3,March,Mar,21,Monday,Mon,1.35,182967,0.13,019-94-6803,209-877-7013
900756,Mr.,Benjamin,O,Doss,M,benjamin.doss@gmail.com,Chong Doss,Luetta Doss,Nagle,30687,0.139895833,33.18,68,3/31/2010,Q1,H1,2010,3,March,Mar,31,Wednesday,Wed,7.33,126429,0.23,607-87-2621,229-413-6404
678628,Hon.,Theron,I,Farmer,M,theron.farmer@gmail.com,Josh Farmer,Barb Farmer,Yates,5/16/1969,0.97087963,48.23,80,42223,Q3,H2,2015,7,July,Jul,8,Wednesday,Wed,2.06,85523,0.17,430-99-8830,217-297-4629
492527,Mr.,Hilton,N,Mcgehee,M,hilton.mcgehee@microsoft.com,Elden Mcgehee,Lorena Mcgehee,Hurtado,7/26/1986,0.024976852,31.03,65,3/18/2009,Q1,H1,2009,3,March,Mar,18,Wednesday,Wed,8.37,149794,0.18,042-15-4369,231-885-2299
886060,Ms.,Sixta,J,Beaudoin,F,sixta.beaudoin@gmail.com,Tyrell Beaudoin,Diedra Beaudoin,Guillory,27487,0.732453704,42.43,45,2/29/2004,Q1,H1,2004,2,February,Feb,29,Sunday,Sun,13.42,122324,0.01,399-31-6070,236-832-1401
366431,Ms.,Sade,U,Shay,F,sade.shay@gmail.com,Roosevelt Shay,Arlena Shay,Browne,34497,0.022766204,22.66,42,1/20/2016,Q1,H1,2016,1,January,Jan,20,Wednesday,Wed,1.52,58708,0.04,693-16-3108,405-620-5457
331297,Mrs.,Shemika,E,Beckman,F,shemika.beckman@hotmail.com,Travis Beckman,Cameron Beckman,Trent,10/18/1967,0.024652778,49.81,46,37804,Q1,H1,2003,2,February,Feb,7,Friday,Fri,14.48,117633,0.28,625-85-6937,314-817-2178
496541,Mr.,Winfred,X,Gonzales,M,winfred.gonzales@aol.com,Emil Gonzales,Carlena Gonzales,Maldonado,23653,0.620486111,53.42,76,1/18/2016,Q1,H1,2016,1,January,Jan,18,Monday,Mon,1.53,126630,0.02,466-99-0813,215-259-8618
654617,Mr.,Rogelio,Z,Woodall,M,rogelio.woodall@gmail.com,Cleveland Woodall,Kali Woodall,Ontiveros,12/19/1972,0.529421296,44.64,87,12/22/1996,Q4,H2,1996,12,December,Dec,22,Sunday,Sun,20.61,172325,0.05,218-89-5439,316-362-8838
163409,Mr.,Damion,C,Rafferty,M,damion.rafferty@yahoo.com,Jarod Rafferty,Mi Rafferty,Wenger,10/27/1974,0.720462963,42.78,60,3/20/2015,Q1,H1,2015,3,March,Mar,20,Friday,Fri,2.36,167184,0.1,235-57-9815,217-846-4054
299088,Mr.,Dannie,I,Catron,M,dannie.catron@earthlink.net,Dana Catron,Tonie Catron,Daily,4/20/1979,0.954502315,38.3,86,10/13/2016,Q4,H2,2016,10,October,Oct,13,Thursday,Thu,0.79,176777,0.01,073-02-8837,215-403-5296
961442,Hon.,Stephan,M,Titus,M,stephan.titus@hotmail.com,Garrett Titus,Pamelia Titus,Delgadillo,25022,0.645266204,49.42,61,10/17/2009,Q4,H2,2009,10,October,Oct,17,Saturday,Sat,7.78,115488,0.29,235-57-1721,219-474-8565
155097,Mr.,Dorian,J,Sage,M,dorian.sage@shaw.ca,Stevie Sage,Lawanna Sage,Peltier,7/27/1970,0.818125,47.04,59,7/14/1992,Q3,H2,1992,7,July,Jul,14,Tuesday,Tue,25.05,66883,0.01,553-99-7803,270-256-2491
976422,Mr.,Jake,W,Espinal,M,jake.espinal@shaw.ca,Edmundo Espinal,Charlott Espinal,Duran,1/19/1959,0.728530093,58.56,71,9/25/2003,Q3,H2,2003,9,September,Sep,25,Thursday,Thu,13.85,140108,0.19,594-99-8803,209-739-8484
138911,Mr.,Claudio,L,Heck,M,claudio.heck@aol.com,Fausto Heck,Meta Heck,Fonseca,9/28/1967,0.324537037,49.87,74,5/14/2005,Q2,H1,2005,5,May,May,14,Saturday,Sat,12.21,48198,0.22,366-39-9069,215-359-3397
160938,Prof.,Marcel,X,Trotter,M,marcel.trotter@aol.com,Stefan Trotter,Claude Trotter,Bower,31049,0.38150463,32.51,78,4/25/2006,Q2,H1,2006,4,April,Apr,25,Tuesday,Tue,11.27,50635,0.14,763-12-7919,605-487-4676
399707,Prof.,Dillon,Y,Dominguez,M,dillon.dominguez@gmail.com,Wilton Dominguez,Alease Dominguez,Packer,10/22/1963,0.487731481,53.8,87,1/29/2015,Q1,H1,2015,1,January,Jan,29,Thursday,Thu,2.5,53198,0.03,285-15-0592,218-530-8020
713294,Mr.,Sammy,Y,Dewitt,M,sammy.dewitt@ibm.com,Issac Dewitt,Laurene Dewitt,Moniz,1/24/1988,0.483541667,29.53,89,41771,Q4,H2,2014,12,December,Dec,5,Friday,Fri,2.65,45889,0.21,729-28-6911,206-468-7536
627298,Mr.,Sterling,A,Serna,M,sterling.serna@hotmail.com,Emery Serna,Stephine Serna,Pulido,4/15/1985,0.582476852,32.31,81,11/17/2015,Q4,H2,2015,11,November,Nov,17,Tuesday,Tue,1.7,136675,0.26,512-33-9199,212-483-9629
709884,Mrs.,Ivonne,K,Manning,F,ivonne.manning@yahoo.ca,Wilbert Manning,Treva Manning,Earl,9/13/1977,0.840891204,39.9,50,6/29/2002,Q2,H1,2002,6,June,Jun,29,Saturday,Sat,15.09,87746,0.14,609-87-3514,701-819-7127
932773,Hon.,Clair,E,Harwell,M,clair.harwell@bp.com,Jerrod Harwell,Tracie Harwell,Lafferty,25150,0.918125,48.99,87,4/14/1991,Q2,H1,1991,4,April,Apr,14,Sunday,Sun,26.31,194249,0.08,626-85-0761,212-335-3305
796605,Ms.,Jenni,A,Goolsby,F,jenni.goolsby@gmail.com,Titus Goolsby,Song Goolsby,Edge,5/13/1971,0.576296296,46.24,57,38635,Q4,H2,2005,10,October,Oct,10,Monday,Mon,11.81,185593,0.3,250-99-6761,236-425-5880
885395,Hon.,Tayna,K,Poston,F,tayna.poston@yahoo.ca,Nelson Poston,Vivien Poston,Dolan,1/15/1958,0.006041667,59.57,58,1/30/2016,Q1,H1,2016,1,January,Jan,30,Saturday,Sat,1.49,149011,0.23,714-18-2827,209-247-2504
411503,Prof.,Vern,F,Mackenzie,M,vern.mackenzie@gmail.com,Jame Mackenzie,Claudette Mackenzie,Nicholas,30017,0.519895833,35.09,73,12/31/2016,Q4,H2,2016,12,December,Dec,31,Saturday,Sat,0.57,76401,0.15,234-57-0893,236-780-5288
622405,Mr.,Harrison,X,Hawk,M,harrison.hawk@hotmail.co.uk,Vincent Hawk,Obdulia Hawk,Weber,7/19/1962,0.413888889,55.06,67,6/26/2006,Q2,H1,2006,6,June,Jun,26,Monday,Mon,11.1,191292,0.04,592-99-9799,210-998-7839
233136,Mr.,Preston,U,Tribble,M,preston.tribble@exxonmobil.com,Jared Tribble,Apolonia Tribble,Meeker,28956,0.969837963,37.76,76,3/20/2004,Q1,H1,2004,3,March,Mar,20,Saturday,Sat,13.36,185438,0.22,149-23-1759,208-571-4789
170637,Ms.,Aleen,S,Araujo,F,aleen.araujo@gmail.com,Franklyn Araujo,Coleen Araujo,Bettis,28768,0.661967593,39.24,58,38179,Q4,H2,2004,11,November,Nov,7,Sunday,Sun,12.73,56546,0.22,133-98-0581,205-492-3826
215719,Mr.,Brent,U,Carrillo,M,brent.carrillo@aol.com,Jasper Carrillo,Dorthea Carrillo,Russo,26699,0.252962963,44.35,52,3/30/2013,Q1,H1,2013,3,March,Mar,30,Saturday,Sat,4.33,192586,0.09,258-99-5725,239-728-0228
452163,Mr.,Adalberto,Y,Tate,M,adalberto.tate@shaw.ca,Manuel Tate,Mellissa Tate,Morrison,3/31/1982,0.017581019,35.35,85,8/15/2009,Q3,H2,2009,8,August,Aug,15,Saturday,Sat,7.96,46371,0.24,032-92-8729,216-500-3888
572204,Mr.,Rafael,R,Weeks,M,rafael.weeks@gmail.com,Lucien Weeks,Renata Weeks,Dobson,33791,0.357395833,25.16,56,10/31/2016,Q4,H2,2016,10,October,Oct,31,Monday,Mon,0.74,49301,0.26,546-99-1086,212-678-8854
779517,Hon.,Aurea,H,Pullen,F,aurea.pullen@gmail.com,Darrick Pullen,Arthur Pullen,Crain,7/22/1973,0.083356481,44.05,55,10/25/2016,Q4,H2,2016,10,October,Oct,25,Tuesday,Tue,0.76,137648,0.22,622-85-5122,239-814-5354
844157,Hon.,Ramiro,Q,Holguin,M,ramiro.holguin@gmail.com,Rosendo Holguin,Lieselotte Holguin,Bowens,21191,0.238969907,59.2,62,11/18/2002,Q4,H2,2002,11,November,Nov,18,Monday,Mon,14.7,171193,0.18,104-02-1961,216-690-4327
312726,Drs.,Celine,C,Lumpkin,F,celine.lumpkin@gmail.com,Modesto Lumpkin,Markita Lumpkin,Parent,12/31/1986,0.590636574,30.59,59,1/22/2008,Q1,H1,2008,1,January,Jan,22,Tuesday,Tue,9.52,124808,0.14,368-39-3103,216-897-4459
419549,Mr.,Bryant,L,Naylor,M,bryant.naylor@hotmail.com,Scott Naylor,Yulanda Naylor,Foltz,7/19/1993,0.153796296,24.04,63,10/21/2014,Q4,H2,2014,10,October,Oct,21,Tuesday,Tue,2.77,131219,0.12,698-16-4709,207-532-1710
505927,Hon.,Oswaldo,U,Winchester,M,oswaldo.winchester@gmail.com,Scotty Winchester,Emilee Winchester,Justus,21766,0.870011574,58.35,81,32821,Q3,H2,1989,9,September,Sep,11,Monday,Mon,27.9,100218,0.12,728-14-6144,479-931-1345
526254,Mrs.,Kacy,G,Crandall,F,kacy.crandall@hotmail.com,Zackary Crandall,Glenn Crandall,Lindberg,22502,0.498287037,55.92,60,12/25/1983,Q4,H2,1983,12,December,Dec,25,Sunday,Sun,33.61,178521,0.25,171-86-6831,229-215-2471
460226,Mr.,Brock,E,Hutcherson,M,brock.hutcherson@hotmail.com,Solomon Hutcherson,Chi Hutcherson,Hurst,34853,0.024212963,22.41,74,10/16/2016,Q4,H2,2016,10,October,Oct,16,Sunday,Sun,0.78,137705,0.01,086-02-8001,803-570-5060
840113,Mr.,Ramiro,N,Conover,M,ramiro.conover@earthlink.net,Johnie Conover,Evan Conover,Wu,7/26/1992,0.247418981,25.02,69,9/16/2016,Q3,H2,2016,9,September,Sep,16,Friday,Fri,0.86,187877,0.02,494-29-8376,207-947-9487
432820,Mr.,Myron,N,Marble,M,myron.marble@gmail.com,Barton Marble,Kathryne Marble,Callaway,12/13/1980,0.51056713,36.65,73,38327,Q2,H1,2004,6,June,Jun,12,Saturday,Sat,13.13,164189,0.14,183-86-5370,225-988-8557
957596,Mr.,Freeman,H,Kern,M,freeman.kern@gmail.com,Landon Kern,Susannah Kern,Allred,23322,0.374502315,54.08,89,32055,Q2,H1,1987,5,May,May,10,Sunday,Sun,30.24,124776,0.18,393-33-5849,303-480-2041
530134,Mr.,Mathew,O,Whitfield,M,mathew.whitfield@gmail.com,Herbert Whitfield,Tresa Whitfield,Moriarty,31665,0.920405093,30.82,50,8/25/2015,Q3,H2,2015,8,August,Aug,25,Tuesday,Tue,1.93,84449,0.03,772-02-3040,405-928-3699
316372,Mr.,Alexander,C,Goad,M,alexander.goad@cox.net,Enoch Goad,Suzi Goad,Block,5/21/1965,0.177361111,52.22,52,7/24/1994,Q3,H2,1994,7,July,Jul,24,Sunday,Sun,23.03,71123,0.02,450-99-8615,314-361-0820
501658,Ms.,Renee,X,Beverly,F,renee.beverly@rediffmail.com,Fredric Beverly,Tyesha Beverly,Barrows,28132,0.597037037,40.1,60,7/18/2015,Q3,H2,2015,7,July,Jul,18,Saturday,Sat,2.03,104020,0.02,684-24-1555,308-954-6249
147133,Hon.,Tommie,B,Weller,M,tommie.weller@cox.net,Pat Weller,Zenaida Weller,Martindale,21801,0.47525463,58.01,64,7/15/2002,Q3,H2,2002,7,July,Jul,15,Monday,Mon,15.05,136568,0.3,194-86-7809,229-783-2920
551149,Mr.,Michale,Q,Colson,M,michale.colson@comcast.net,Brenton Colson,Chanelle Colson,Parris,11/18/1961,0.28818287,55.73,76,8/20/2002,Q3,H2,2002,8,August,Aug,20,Tuesday,Tue,14.95,115204,0.22,229-99-7364,209-400-0883
595558,Ms.,Denisha,Z,Fitch,F,denisha.fitch@msn.com,Cornelius Fitch,Kacy Fitch,Newcomb,10/21/1990,0.034398148,26.79,57,4/28/2017,Q2,H1,2017,4,April,Apr,28,Friday,Fri,0.25,140459,0.08,216-89-7736,210-936-6841
637407,Mr.,Napoleon,G,Kelsey,M,napoleon.kelsey@hotmail.com,Dominic Kelsey,Marci Kelsey,Wendt,34888,0.491041667,21.99,50,42594,Q4,H2,2016,12,December,Dec,8,Thursday,Thu,0.64,91209,0.19,608-87-5484,239-723-6178
597741,Drs.,Tonya,F,Wilson,F,tonya.wilson@aol.com,Louis Wilson,Shella Wilson,Mcadams,4/27/1980,0.823564815,37.28,51,41456,Q1,H1,2013,1,January,Jan,7,Monday,Mon,4.56,109416,0.07,019-94-9784,215-652-7491
403534,Hon.,Clement,U,Hidalgo,M,clement.hidalgo@gmail.com,Laurence Hidalgo,Juli Hidalgo,Alvarado,22162,0.615219907,57.42,57,32449,Q1,H1,1988,2,February,Feb,11,Thursday,Thu,29.48,113419,0.11,224-99-4650,339-645-9620
314661,Mrs.,Charles,A,Quintero,F,charles.quintero@gmail.com,Alfonso Quintero,Lissa Quintero,Close,3/27/1958,0.574583333,59.38,57,12/22/2012,Q4,H2,2012,12,December,Dec,22,Saturday,Sat,4.6,115542,0.09,094-02-8828,218-660-1183
317987,Drs.,Chastity,U,Pineda,F,chastity.pineda@shaw.ca,Harland Pineda,Deloras Pineda,Dulaney,27642,0.353344907,42.25,40,6/19/2010,Q2,H1,2010,6,June,Jun,19,Saturday,Sat,7.11,136780,0.26,279-15-4975,262-613-2602
820109,Mrs.,Verna,Q,Michaud,F,verna.michaud@gmail.com,Lester Michaud,Larraine Michaud,Neeley,34064,0.058009259,24.25,42,10/20/2015,Q4,H2,2015,10,October,Oct,20,Tuesday,Tue,1.77,100243,0.25,564-99-2134,215-235-0637
388558,Mr.,Alfred,O,Beamon,M,alfred.beamon@gmail.com,Saul Beamon,Jeanne Beamon,Stoddard,23199,0.084328704,54.1,73,3/22/2003,Q1,H1,2003,3,March,Mar,22,Saturday,Sat,14.36,118321,0,251-99-8106,406-343-5419
403207,Mrs.,Michal,T,Maurer,F,michal.maurer@yahoo.com,Brian Maurer,Shenna Maurer,Galvin,27984,0.806655093,40.66,45,36530,Q2,H1,2000,5,May,May,1,Monday,Mon,17.25,48687,0.11,237-99-0766,252-347-9978
143711,Drs.,Wenona,X,Carmichael,F,wenona.carmichael@yahoo.com,Ryan Carmichael,Debbie Carmichael,Yazzie,8/31/1964,0.999976852,52.94,51,8/31/2005,Q3,H2,2005,8,August,Aug,31,Wednesday,Wed,11.92,53789,0.3,480-41-9877,219-271-2278
402180,Mr.,Allan,V,Bernhardt,M,allan.bernhardt@gmail.com,Brady Bernhardt,Mimi Bernhardt,Clough,1/24/1962,0.279594907,55.55,52,31809,Q1,H1,1987,1,January,Jan,2,Friday,Fri,30.59,119879,0.18,526-99-3494,202-909-9740
242388,Mrs.,Nam,Y,Schmidt,F,nam.schmidt@yahoo.co.uk,Dillon Schmidt,Tiesha Schmidt,Washington,34185,0.421354167,24.32,60,1/27/2016,Q1,H1,2016,1,January,Jan,27,Wednesday,Wed,1.5,147420,0.14,657-36-5472,219-802-6287
819367,Ms.,Yolande,B,Piper,F,yolande.piper@gmail.com,Son Piper,Lynsey Piper,Hemphill,24360,0.836550926,50.84,54,4/14/1998,Q2,H1,1998,4,April,Apr,14,Tuesday,Tue,19.3,57365,0,713-18-3200,219-233-1861
962291,Mr.,Whitney,Q,Shipman,M,whitney.shipman@gmail.com,Hershel Shipman,Pura Shipman,Adam,10/26/1982,0.032071759,34.78,68,5/18/2007,Q2,H1,2007,5,May,May,18,Friday,Fri,10.2,99825,0.1,172-86-7071,319-963-4464
856379,Hon.,Terence,B,Ferro,M,terence.ferro@gmail.com,Gregory Ferro,Arleen Ferro,Haro,1/18/1982,0.566851852,35.55,66,4/23/2015,Q2,H1,2015,4,April,Apr,23,Thursday,Thu,2.27,125561,0.04,375-37-5783,262-874-4684
149972,Hon.,Alberto,G,Riley,M,alberto.riley@gmail.com,Matthew Riley,Malena Riley,Munoz,1/13/1974,0.253553241,43.57,85,12/17/2004,Q4,H2,2004,12,December,Dec,17,Friday,Fri,12.62,59008,0.04,345-11-4018,217-352-2731
174955,Ms.,Jacqueline,J,Burk,F,jacqueline.burk@verizon.net,Gary Burk,Genevie Burk,Mayers,6/28/1989,0.555868056,28.1,57,9/23/2012,Q3,H2,2012,9,September,Sep,23,Sunday,Sun,4.85,96703,0.01,695-16-1567,212-683-7962
549389,Mr.,Clemente,M,Gould,M,clemente.gould@hotmail.com,Arden Gould,Ngoc Gould,Thao,12/31/1961,0.345185185,55.61,81,33644,Q4,H2,1992,10,October,Oct,2,Friday,Fri,24.84,59506,0.01,271-17-5467,228-485-0919
466832,Mrs.,Chang,K,Roden,F,chang.roden@yahoo.com,Marco Roden,Bridgette Roden,Stauffer,32333,0.461215278,28.91,51,40337,Q3,H2,2010,8,August,Aug,6,Friday,Fri,6.98,53430,0.21,074-02-9202,316-256-7851
203380,Mr.,Marvin,R,Nickel,M,marvin.nickel@ibm.com,Robbie Nickel,Margaretta Nickel,Cross,11/25/1986,0.479409722,30.69,87,41070,Q4,H2,2012,10,October,Oct,6,Saturday,Sat,4.81,94656,0.27,552-99-5545,270-750-7760
915991,Mrs.,Eldora,Y,Tribble,F,eldora.tribble@earthlink.net,Trenton Tribble,Maile Tribble,Perales,5/29/1995,0.138113426,22.18,54,10/17/2016,Q4,H2,2016,10,October,Oct,17,Monday,Mon,0.78,91984,0.04,763-12-2082,236-584-1916
289172,Ms.,Azzie,L,Layman,F,azzie.layman@hotmail.co.uk,Chad Layman,Hermine Layman,Bundy,22441,0.812233796,55.93,56,3/26/2004,Q1,H1,2004,3,March,Mar,26,Friday,Fri,13.35,126984,0.02,637-29-1007,503-456-5899
914365,Mr.,Titus,M,Latimer,M,titus.latimer@gmail.com,Quincy Latimer,Maragaret Latimer,Andrus,7/24/1971,0.048483796,46.04,57,35801,Q2,H1,1998,6,June,Jun,1,Monday,Mon,19.17,51037,0.25,610-87-7233,239-704-4125
971242,Mrs.,Shantell,R,Long,F,shantell.long@gmail.com,Benedict Long,Robbin Long,Oleary,2/26/1977,0.4378125,40.44,41,38787,Q4,H2,2006,11,November,Nov,3,Friday,Fri,10.74,181720,0.01,316-35-1388,239-779-6881
503248,Ms.,Cameron,N,Irvin,F,cameron.irvin@yahoo.com,Isaiah Irvin,Olympia Irvin,Blankenship,10/18/1959,0.40943287,57.82,50,3/18/2011,Q1,H1,2011,3,March,Mar,18,Friday,Fri,6.37,111147,0.06,581-99-6741,215-648-9854
